id_book,id_user,user_gender,user_age,rating,date
6,90,0,33,7,2013-10-20
4,2557,0,39,7,2015-06-17
1,1131,0,34,7,2013-08-03
9,5807,0,36,9,2018-09-16
7,3065,0,34,6,2016-08-09
9,4906,1,34,8,2017-02-13
8,1577,1,30,9,2015-12-15
4,1517,0,29,6,2018-07-01
1,3958,1,32,2,2021-04-21
5,6207,0,30,7,2015-12-16
3,5139,0,32,9,2021-07-18
0,3486,1,28,7,2015-05-26
8,4275,1,30,9,2020-09-01
4,481,1,26,7,2022-09-02
5,8189,1,25,8,2013-10-05
7,9492,1,31,8,2016-01-13
3,8182,0,27,9,2016-09-23
7,6036,1,36,7,2017-12-16
4,10110,1,29,7,2017-05-13
5,6275,0,31,8,2015-07-15
0,5466,1,27,6,2017-03-25
8,7109,1,28,9,2017-01-11
2,8170,0,32,7,2021-06-22
8,6199,0,26,7,2014-05-18
7,914,0,29,8,2013-08-30
1,9557,1,34,8,2018-06-21
3,1749,1,35,6,2017-09-07
9,4771,1,32,7,2013-04-12
7,4291,1,25,6,2014-01-31
9,9594,1,40,6,2017-11-26
5,4495,1,35,6,2015-04-06
6,6373,0,33,8,2022-05-01
4,325,1,29,8,2022-07-21
2,5303,1,27,7,2022-10-17
0,6253,1,30,8,2017-02-10
3,10254,0,27,7,2023-03-27
8,38,0,36,8,2018-08-28
9,8570,0,36,6,2020-12-31
4,8635,1,28,8,2022-09-20
1,207,1,32,8,2016-11-08
5,2373,1,33,8,2018-03-23
9,2680,0,33,8,2013-02-06
9,7595,1,27,6,2020-07-26
2,9194,0,24,7,2023-02-21
1,6516,0,23,5,2021-03-08
9,5077,1,34,7,2021-10-28
3,9944,0,32,6,2020-03-02
8,6773,0,36,7,2016-11-08
4,5442,0,36,6,2018-10-02
5,6964,0,33,6,2018-02-06
1,3946,1,37,6,2014-05-16
6,3519,0,34,7,2018-09-23
4,6254,0,27,6,2015-07-02
5,4840,0,33,9,2020-02-23
4,1116,0,35,6,2016-03-18
1,8335,0,31,7,2021-08-07
3,7670,0,35,6,2013-12-21
4,8402,1,39,5,2014-02-02
5,824,1,38,9,2013-03-15
3,4524,1,31,4,2020-08-05
2,6904,0,34,6,2014-10-22
7,3075,0,33,8,2018-12-04
4,8335,0,34,9,2017-02-28
7,1155,1,38,5,2015-09-29
6,2897,0,29,7,2015-01-05
1,9366,1,36,5,2021-05-30
8,5941,1,39,7,2016-07-12
4,6336,1,31,5,2019-12-17
6,2200,0,30,7,2015-03-08
2,2788,1,38,8,2018-10-08
8,4017,0,30,8,2022-09-07
8,2056,0,26,6,2017-01-10
0,1447,1,45,7,2017-06-16
0,2200,0,31,5,2017-07-12
6,588,1,33,9,2019-01-12
3,7113,0,29,7,2018-10-18
3,7859,0,31,7,2014-01-28
2,4964,0,31,8,2022-08-02
8,2996,1,32,7,2016-07-07
9,335,0,20,6,2015-12-13
2,2032,0,38,8,2021-01-13
4,6657,1,40,6,2019-01-20
6,7822,1,32,5,2022-10-21
0,6966,0,41,7,2019-02-26
2,9691,0,32,6,2021-08-09
3,8676,0,38,4,2020-12-09
5,10138,0,29,4,2020-04-24
4,3311,1,30,6,2013-01-06
2,2849,0,37,6,2015-08-29
5,1924,1,34,3,2016-07-12
1,5165,0,33,10,2013-09-23
7,3238,1,34,7,2018-02-12
2,3476,0,31,8,2018-11-07
9,8086,0,35,6,2016-03-16
1,6709,0,27,8,2014-09-26
9,2279,1,34,7,2015-01-04
7,5395,1,36,9,2018-09-05
6,8985,0,36,5,2015-05-01
8,6464,0,19,7,2013-10-10
5,146,1,32,6,2021-04-12
9,1706,0,26,8,2015-10-30
9,7105,0,34,5,2020-12-08
0,6188,1,30,5,2016-03-19
8,6060,1,28,5,2021-03-16
8,3075,0,36,7,2018-10-19
4,9991,1,30,8,2016-02-14
0,4869,1,28,8,2017-08-20
8,1607,0,31,8,2021-06-10
6,194,1,25,8,2017-10-12
0,2108,0,31,6,2020-01-27
8,1475,0,28,8,2014-10-18
9,1330,0,35,8,2014-03-31
0,446,1,29,8,2017-05-22
4,7913,1,26,8,2018-04-25
9,4053,1,32,6,2014-09-26
9,9787,0,37,5,2015-04-16
1,7064,0,33,9,2014-04-10
6,6221,0,31,7,2017-06-23
4,8470,0,36,7,2018-10-04
1,6215,0,31,8,2018-12-15
0,9231,0,29,9,2018-03-16
6,4790,1,31,6,2020-04-29
0,2122,1,31,8,2015-11-26
9,3118,1,25,8,2014-07-10
4,1610,0,26,7,2019-10-26
7,6145,1,30,6,2017-01-04
1,1530,1,26,6,2015-04-01
5,7389,1,37,8,2016-11-21
5,9514,0,33,5,2018-09-30
4,3758,0,30,5,2016-05-06
1,9332,1,30,6,2020-06-30
1,5382,0,35,7,2016-04-24
7,2751,1,34,7,2018-09-28
4,6624,0,33,7,2019-05-21
6,1748,0,26,7,2020-03-02
0,5763,0,35,10,2020-04-30
7,984,0,32,6,2020-04-08
3,273,0,34,5,2013-12-31
4,3950,0,34,8,2021-04-28
6,6080,0,30,8,2016-05-02
0,9962,1,26,9,2018-04-02
2,5960,1,32,6,2023-03-30
0,2832,0,27,9,2021-07-20
0,5173,1,27,5,2018-01-26
2,3584,0,34,7,2019-06-13
6,3076,1,21,8,2023-02-14
3,6440,0,24,9,2019-01-13
5,9578,1,30,7,2013-11-30
0,8561,1,32,9,2022-07-17
1,3487,0,36,5,2018-12-14
8,4867,0,34,6,2022-06-30
3,9939,0,32,5,2021-06-10
3,1036,0,28,4,2023-03-24
7,6850,0,34,8,2017-10-15
4,526,0,33,7,2021-01-11
0,5245,1,25,5,2013-03-01
5,9190,1,33,7,2015-08-16
3,6236,0,34,7,2020-01-30
6,3860,1,37,9,2013-03-30
0,9245,1,31,7,2021-07-08
0,8200,1,40,5,2020-08-27
1,5409,1,39,4,2021-03-11
8,6464,1,31,7,2013-02-14
6,1938,1,33,8,2021-11-27
6,7119,1,28,8,2022-09-28
2,8513,0,27,8,2015-08-14
9,9143,0,28,7,2016-05-20
4,6619,1,36,7,2022-12-19
0,6605,1,30,9,2013-11-26
7,3124,1,30,6,2020-06-16
4,1828,0,38,6,2019-02-14
9,3624,0,31,5,2016-09-21
6,576,1,35,6,2016-12-02
7,6046,1,41,7,2020-09-09
2,4690,1,35,7,2021-02-15
1,5371,0,28,5,2014-10-26
7,6388,0,35,7,2018-05-30
9,10008,0,28,6,2015-05-04
8,8821,0,24,8,2022-02-13
4,4598,1,33,8,2019-08-20
2,4896,1,35,3,2017-05-23
2,9246,1,26,7,2013-12-13
0,9919,1,31,6,2020-05-03
3,9828,0,31,7,2021-03-22
1,3427,0,36,8,2014-09-25
7,6043,0,25,7,2021-09-26
7,2049,1,36,7,2023-02-08
3,3025,0,30,4,2015-03-04
3,3626,0,30,5,2016-07-13
5,547,0,32,7,2013-10-26
9,8821,1,26,7,2017-06-03
8,8720,0,30,6,2014-06-08
3,9320,1,32,6,2020-03-31
2,3008,1,33,7,2021-11-15
7,6812,1,32,7,2022-08-21
4,9725,1,28,8,2019-11-28
9,6287,1,31,8,2021-12-16
2,6477,1,32,5,2018-08-28
2,577,0,23,6,2021-06-16
7,5382,1,34,8,2019-09-24
3,9873,1,33,5,2016-10-18
5,1411,1,36,10,2014-01-10
3,7449,0,28,6,2018-09-22
3,3146,1,28,7,2014-07-11
8,1848,1,27,7,2014-09-22
9,9846,1,30,7,2013-08-02
7,8256,1,24,6,2015-06-02
9,9987,1,35,7,2019-10-16
4,2129,0,31,6,2022-09-21
2,6120,1,33,7,2015-02-25
5,9515,1,35,6,2014-01-16
1,4326,0,34,8,2018-03-17
0,9730,1,26,7,2016-02-02
5,9966,0,34,8,2016-02-02
4,1491,0,35,6,2020-10-20
8,4394,1,30,7,2020-11-30
5,7835,1,29,7,2020-03-12
9,9351,0,31,7,2015-08-27
7,3056,0,29,10,2017-07-24
2,6212,1,32,7,2018-01-09
7,7579,0,30,5,2013-12-18
8,2353,1,32,8,2018-04-30
4,8255,0,25,7,2015-01-18
8,5164,1,31,9,2014-04-24
2,9323,1,30,7,2020-01-25
1,477,0,27,7,2013-03-22
0,3079,1,28,6,2018-05-29
8,1965,0,22,5,2014-12-01
6,7647,1,29,8,2016-01-03
8,2347,1,34,7,2019-03-17
8,6411,1,37,8,2016-03-30
6,3648,0,30,5,2017-08-17
4,3066,1,37,8,2021-08-05
1,7305,1,28,5,2016-10-27
2,5208,0,28,5,2019-11-24
8,2681,0,29,6,2022-09-15
8,5685,0,41,7,2020-03-22
2,4608,0,26,8,2014-03-30
9,4112,0,35,7,2015-04-16
5,7885,1,36,7,2017-06-11
5,1752,0,31,8,2022-07-11
1,4221,0,32,5,2020-10-03
5,3147,1,37,6,2015-02-19
7,7938,0,27,7,2018-09-03
9,2933,1,39,8,2015-10-18
7,1076,1,37,8,2019-09-16
7,8478,1,36,8,2019-12-11
9,10154,1,35,7,2021-08-31
5,7644,0,32,6,2013-09-29
1,6841,1,34,7,2015-01-25
5,5115,1,33,7,2014-10-16
9,2810,0,27,6,2023-01-15
7,3864,1,44,8,2018-09-24
8,8582,0,40,6,2022-11-09
1,7519,0,35,4,2019-02-21
9,6808,0,37,6,2022-02-17
2,806,0,26,3,2014-08-31
1,2898,1,29,7,2022-10-20
1,4966,1,38,9,2017-06-01
1,10361,1,25,10,2017-06-03
5,9195,1,33,8,2023-03-26
3,927,1,31,8,2019-02-20
4,5801,1,23,8,2014-05-19
2,2670,1,36,6,2019-10-20
7,106,1,29,9,2022-01-11
1,7815,1,32,7,2015-03-14
2,9984,0,29,10,2013-05-28
8,3559,1,35,9,2016-12-13
1,4829,0,31,6,2018-11-23
6,5577,1,23,7,2016-04-02
1,6017,0,36,7,2015-08-29
2,7357,0,34,9,2021-11-03
1,2874,1,30,8,2017-11-01
1,3069,1,29,8,2013-06-26
3,8427,1,29,7,2015-12-18
8,1077,0,33,8,2018-03-12
1,9801,0,25,7,2021-06-16
5,8342,0,28,6,2013-09-22
3,9755,1,37,6,2013-01-13
5,5650,0,35,6,2015-05-18
0,4191,0,33,6,2018-03-15
2,9663,1,29,9,2020-10-21
7,1256,0,29,5,2019-02-12
1,2792,1,26,10,2018-09-23
5,3551,0,27,6,2018-04-19
1,6817,1,47,5,2020-06-20
8,4783,0,33,7,2016-03-26
5,1023,1,32,5,2019-10-12
3,1436,0,37,7,2015-08-10
6,283,1,29,5,2013-04-23
7,3746,1,35,5,2013-03-19
8,4157,1,27,7,2013-08-07
2,570,1,29,6,2018-12-14
6,3199,0,33,4,2018-11-09
0,8605,1,38,9,2019-01-14
3,2750,1,28,6,2015-11-10
0,4332,1,37,10,2018-01-01
9,5581,1,42,9,2019-02-03
7,10106,1,38,5,2015-07-30
1,8317,0,31,4,2021-03-13
5,7650,0,25,6,2016-04-20
0,9879,1,28,8,2022-10-25
3,9477,1,27,7,2020-01-24
7,683,1,33,5,2021-10-01
9,5965,0,31,7,2019-03-22
4,7041,0,27,6,2015-12-31
5,10201,0,32,6,2019-07-25
9,7769,0,31,7,2016-10-08
8,2400,1,34,7,2017-06-29
5,1877,0,32,6,2015-09-02
3,7435,0,31,6,2018-08-18
2,6141,0,34,5,2014-05-29
0,8368,0,29,6,2022-08-17
9,2348,0,36,8,2020-05-12
7,7754,1,32,7,2017-12-08
6,6753,1,38,6,2020-11-30
4,2478,0,26,9,2016-08-19
7,9208,0,30,6,2013-12-25
7,2990,0,32,6,2014-03-03
9,8206,0,31,7,2016-01-29
7,9288,0,32,7,2017-12-09
1,3999,0,28,6,2022-04-07
0,9662,0,33,7,2021-01-18
1,3765,0,36,8,2022-10-13
9,3387,1,31,7,2022-07-29
8,8817,1,30,5,2015-08-22
2,5428,1,31,6,2021-02-11
6,5155,1,40,5,2020-07-23
0,3007,0,30,10,2020-05-13
0,880,0,37,5,2020-10-14
3,8140,0,31,8,2019-02-28
7,9120,0,30,6,2020-01-28
8,8857,0,33,7,2016-05-26
8,6408,0,34,7,2021-09-11
5,4100,0,27,8,2014-05-11
4,5062,1,28,5,2017-08-17
4,4907,1,35,4,2019-12-28
4,7141,0,33,8,2019-02-06
2,5187,1,25,8,2014-01-18
0,7757,1,34,6,2018-06-21
3,5064,0,26,8,2019-12-02
2,7117,0,37,8,2019-10-16
3,4131,1,28,8,2019-11-24
4,6640,1,34,7,2015-03-16
8,7885,0,34,5,2016-11-21
3,5874,0,33,8,2017-01-06
5,9278,0,36,9,2021-12-16
6,6190,0,31,7,2021-12-28
8,155,1,34,6,2021-04-23
2,6928,0,24,7,2021-09-04
4,9837,0,33,8,2019-01-29
1,654,0,27,5,2017-02-20
9,4830,1,36,7,2020-11-11
4,8945,0,33,7,2013-03-02
7,8434,0,33,7,2019-10-25
8,4393,1,41,8,2013-05-17
5,1464,1,31,6,2021-12-22
6,3197,0,27,8,2019-08-18
4,5750,0,27,8,2018-06-16
0,6376,0,35,7,2016-01-02
3,6857,0,37,6,2019-02-28
1,5630,0,35,7,2016-07-08
5,3305,0,28,5,2019-05-01
7,9636,1,29,7,2017-11-02
8,8206,0,36,7,2022-12-27
7,2402,0,27,8,2015-08-21
8,4476,1,33,4,2016-09-01
5,6167,0,36,8,2022-02-26
0,1830,1,27,7,2013-09-02
2,2068,1,29,5,2017-06-15
2,3534,1,32,8,2020-10-18
7,8822,0,36,6,2017-10-10
1,10214,0,30,6,2018-07-07
2,4219,0,39,6,2020-09-08
5,9628,0,28,7,2018-10-18
5,5511,1,34,8,2015-05-28
3,4943,0,36,6,2021-06-03
3,3685,0,27,8,2013-06-22
3,3226,0,31,5,2013-02-21
8,6530,1,37,7,2014-04-13
8,4821,0,25,6,2022-07-25
2,521,1,30,7,2019-09-27
8,5681,0,30,6,2016-07-19
1,3623,1,34,9,2019-06-13
8,1475,0,30,5,2019-09-16
6,69,0,30,8,2020-02-13
4,3929,0,33,8,2017-11-19
2,1198,1,41,8,2022-07-20
3,4205,0,37,7,2017-09-10
4,9187,1,35,7,2019-11-17
1,3685,1,32,6,2022-05-17
0,9432,1,31,7,2022-07-27
6,6415,1,25,7,2020-06-29
8,3937,0,29,8,2019-10-09
0,5633,0,29,7,2013-08-04
2,8956,1,24,6,2017-02-22
2,10181,1,31,6,2021-12-20
6,9936,0,24,7,2014-10-20
7,9183,0,29,7,2013-10-22
4,8073,1,27,8,2014-04-07
6,7111,0,33,6,2023-02-10
8,9181,1,31,7,2016-10-06
7,1505,1,26,8,2017-07-08
3,3064,1,28,6,2013-03-27
9,1648,0,32,7,2013-03-06
1,2168,0,30,8,2020-02-27
9,10093,1,32,6,2014-06-28
1,5486,1,36,6,2020-10-21
9,2962,0,32,8,2020-12-26
6,2152,0,26,7,2019-02-04
5,4347,1,31,8,2021-04-25
6,8111,1,31,7,2019-12-14
4,8003,1,32,7,2020-11-24
9,10243,0,26,5,2019-08-15
3,7583,0,33,5,2016-08-03
6,504,1,25,7,2014-01-15
2,4706,0,31,8,2016-08-10
3,157,0,33,10,2022-08-30
2,2530,1,36,8,2018-05-17
8,6091,1,31,7,2021-07-14
2,6344,0,37,8,2021-10-18
6,3878,1,31,5,2020-03-16
8,2510,1,28,7,2018-09-25
3,6993,0,33,8,2020-11-24
2,4997,1,31,5,2016-07-21
4,1470,1,38,8,2021-10-31
3,2857,0,34,5,2018-07-31
1,9236,0,33,8,2013-01-01
1,6513,0,37,9,2014-11-28
0,700,0,37,6,2019-10-19
3,7427,1,29,9,2019-04-22
1,1808,1,28,7,2018-02-03
3,2183,1,25,6,2013-10-16
0,904,0,29,6,2020-08-05
7,6792,0,31,4,2014-01-27
2,1385,0,37,5,2020-10-04
1,2871,0,32,9,2014-03-28
6,8771,1,29,6,2014-10-17
8,6155,0,33,8,2021-09-19
3,9633,0,32,7,2013-03-02
5,2316,0,36,7,2017-11-16
1,9378,1,32,9,2019-02-03
0,10089,0,34,7,2017-07-09
6,6978,0,35,9,2018-09-27
7,4589,1,32,9,2022-01-24
6,9554,0,33,6,2023-03-29
9,4733,0,30,6,2013-06-11
3,3127,1,34,4,2022-07-18
0,3924,1,36,7,2019-12-07
7,4309,0,35,6,2014-07-01
3,2278,0,32,7,2018-05-13
0,7541,0,33,7,2017-07-05
8,2768,0,29,8,2023-02-23
1,8220,0,36,7,2020-01-05
5,7080,0,36,5,2019-04-17
5,8821,1,36,7,2019-11-23
3,7792,1,35,8,2020-05-20
2,5158,1,32,9,2022-04-05
6,10282,1,36,7,2018-12-22
1,4639,0,35,5,2019-05-21
9,4995,1,28,7,2020-02-27
7,8090,0,35,5,2017-06-08
4,134,1,33,6,2017-11-25
0,5756,1,26,6,2019-12-10
7,1138,1,27,6,2021-10-28
6,2034,1,27,8,2019-03-13
0,9285,1,31,7,2016-02-15
7,122,0,29,7,2017-12-26
6,5218,0,28,8,2014-11-10
8,8158,1,32,8,2015-08-26
3,1455,0,34,7,2013-08-19
6,6412,0,34,9,2019-12-16
3,8609,0,28,7,2013-04-13
0,5775,1,27,7,2018-06-16
0,9626,0,37,4,2018-11-11
6,5242,0,31,6,2016-01-06
3,3996,1,36,9,2015-06-05
3,1370,1,26,5,2020-12-10
0,8442,0,32,10,2022-11-29
1,3288,0,29,8,2021-01-27
0,4780,0,33,7,2019-02-22
8,2959,1,31,6,2015-09-27
8,4899,1,28,9,2014-10-22
9,7305,1,37,10,2017-09-06
8,1601,0,34,8,2019-06-05
9,4643,1,31,9,2016-04-09
9,8398,1,27,7,2014-01-24
1,9662,1,29,6,2019-09-17
9,1614,0,30,8,2023-03-04
4,1744,0,29,6,2023-01-10
3,4557,0,32,6,2015-07-23
9,2628,0,30,7,2014-09-14
4,1153,1,34,6,2018-04-11
5,1083,1,32,7,2016-03-23
9,2362,1,29,7,2022-12-05
1,678,1,29,6,2020-06-14
5,7021,1,32,9,2016-03-03
0,7504,1,31,6,2016-01-18
3,5906,0,30,6,2014-12-03
2,318,0,29,7,2020-04-29
1,5282,1,31,9,2017-10-21
3,2567,1,23,10,2013-05-13
6,6246,0,30,6,2020-08-21
8,2356,0,33,7,2014-06-02
3,3383,1,30,5,2016-02-18
9,9412,0,36,6,2016-01-22
1,380,0,43,7,2019-08-19
8,8164,1,37,4,2014-01-05
0,6661,1,39,6,2019-07-22
2,393,1,36,7,2014-12-17
7,4096,0,29,7,2021-09-30
3,9825,0,33,5,2013-08-11
7,4528,0,37,6,2021-09-19
9,1194,1,30,7,2019-01-26
9,8480,1,33,7,2013-07-05
5,1718,1,34,6,2014-10-06
1,7531,1,27,8,2022-04-23
2,7207,0,34,6,2020-11-10
3,1780,1,35,8,2017-05-16
7,10193,1,41,8,2021-01-04
6,6427,1,31,7,2013-03-10
0,7191,1,39,7,2016-09-27
3,9454,0,29,6,2019-03-27
0,7252,0,33,7,2013-11-20
6,1022,0,26,8,2022-09-29
2,3188,1,33,8,2014-01-22
0,8790,1,34,7,2019-11-01
3,8325,0,30,8,2017-05-16
3,8798,1,23,7,2016-11-29
0,405,0,37,4,2020-08-30
2,3347,1,35,6,2022-03-31
0,570,1,33,8,2018-08-25
7,2399,1,32,4,2018-12-03
4,919,1,36,5,2023-01-09
9,2940,1,31,8,2016-05-21
0,81,1,23,8,2020-12-09
8,673,0,32,7,2020-05-14
7,8359,0,39,7,2017-01-05
2,8269,1,37,8,2021-11-16
5,374,1,36,3,2021-11-19
1,9910,1,28,6,2018-10-27
0,8464,1,33,7,2018-04-12
7,7482,0,32,8,2018-09-03
6,8484,0,31,8,2015-08-14
1,6051,0,41,7,2017-07-24
7,498,0,31,7,2013-04-17
8,3753,0,24,7,2022-05-05
0,5594,0,26,6,2022-10-15
1,6777,0,38,8,2021-09-02
6,3139,0,37,8,2023-03-25
7,8506,0,29,8,2019-08-25
8,3623,0,28,6,2014-12-13
7,165,0,37,7,2018-02-17
4,4829,1,29,4,2013-09-09
8,3643,0,35,8,2015-07-06
5,4118,0,26,8,2020-01-27
6,4221,0,35,8,2014-04-30
8,9187,0,39,10,2015-10-24
2,7782,0,37,7,2015-05-26
2,945,1,35,8,2020-03-24
8,9095,1,31,9,2018-12-31
4,5326,1,29,6,2013-06-15
7,4541,1,29,5,2021-04-27
4,9675,1,35,6,2017-11-16
8,2529,0,37,6,2015-08-16
1,8118,1,34,7,2016-01-03
0,5062,0,37,10,2013-04-07
6,3686,1,34,6,2015-08-05
2,2383,0,33,6,2014-11-10
1,1046,0,33,8,2022-11-17
2,9388,0,30,7,2017-03-11
7,3502,1,33,6,2018-03-12
0,9243,1,34,7,2020-09-26
2,8575,1,28,5,2013-08-01
9,3503,1,37,5,2018-10-27
6,10309,1,33,7,2014-06-17
2,2622,1,33,6,2019-05-19
1,9050,0,26,6,2014-05-18
1,8524,1,34,8,2020-05-23
2,8512,1,33,6,2020-04-23
2,3104,1,26,7,2023-01-25
3,6548,0,31,7,2021-11-09
6,7630,1,30,5,2016-02-01
8,4717,0,40,9,2022-06-22
6,2921,0,38,6,2013-09-07
0,903,0,30,8,2015-11-07
1,3636,1,29,6,2015-06-12
1,5999,1,32,7,2017-07-04
3,5634,0,39,7,2019-05-21
6,8051,0,30,6,2016-07-17
4,8972,1,30,5,2013-09-13
8,2104,0,31,4,2022-03-27
6,4059,0,33,6,2021-07-26
5,2441,0,42,7,2019-11-17
7,581,0,30,4,2022-03-17
1,7772,0,30,9,2013-05-24
8,9053,0,25,7,2018-10-28
7,10128,1,40,8,2017-09-02
9,3292,1,30,7,2018-08-25
7,520,1,31,5,2022-01-18
6,6081,0,23,8,2020-01-22
7,391,0,35,9,2015-03-06
8,6726,1,33,7,2016-10-30
2,1988,0,27,8,2014-02-15
5,468,1,29,8,2022-06-06
9,10129,1,39,5,2015-11-25
9,7642,0,27,6,2018-11-02
