id_movie,id_user,user_gender,user_age,rating,date
7,806,0,24,4,2019-07-08
2,7258,0,28,6,2013-01-28
9,6997,1,33,9,2023-01-31
1,215,0,28,4,2021-07-02
4,4169,1,39,2,2020-07-27
8,8072,0,27,6,2016-09-29
2,1067,0,28,4,2018-05-29
1,6969,1,26,8,2013-05-15
9,239,1,26,8,2015-07-09
6,9652,0,27,7,2020-04-02
8,1560,1,36,4,2020-06-28
3,5910,0,28,3,2015-03-19
9,2738,0,32,5,2018-12-06
0,4694,0,34,5,2015-11-26
5,7430,1,39,5,2022-09-09
0,1719,0,30,5,2019-06-25
5,2990,1,32,6,2022-06-29
4,2068,1,37,9,2019-06-12
8,5361,1,32,6,2019-07-14
1,7461,1,35,5,2016-12-27
6,2841,0,26,6,2016-01-20
3,7149,0,29,8,2019-09-14
5,5276,1,33,6,2017-08-19
6,4705,0,29,4,2013-06-15
0,5326,0,28,6,2016-07-03
4,5937,0,31,4,2019-02-25
0,3244,1,37,5,2015-06-12
4,2153,0,28,5,2014-06-15
1,1604,0,33,6,2014-10-23
3,2310,1,37,5,2023-02-01
2,670,0,34,6,2014-11-07
3,8339,1,32,6,2014-09-24
0,2527,1,38,8,2015-10-22
4,6732,1,35,7,2019-09-26
5,281,1,38,5,2015-03-15
7,1382,0,30,9,2017-04-21
8,2489,0,33,6,2021-11-07
8,7517,1,31,7,2016-03-11
5,4875,0,28,8,2019-12-28
7,7205,1,34,6,2017-09-21
8,1286,1,37,7,2018-05-28
9,1525,1,38,6,2020-02-10
0,4230,1,23,4,2018-03-08
5,3874,1,31,8,2016-04-09
3,2666,1,33,6,2020-03-17
6,9750,1,32,8,2016-02-15
4,3647,1,29,4,2014-11-23
9,9784,1,29,4,2014-02-04
8,7777,0,39,6,2014-07-29
4,9715,0,28,8,2014-01-26
9,8366,0,32,8,2016-03-28
5,289,1,19,6,2020-06-13
2,9832,1,29,7,2016-10-27
4,9645,0,38,6,2015-06-05
1,1936,0,32,6,2017-05-19
5,9360,1,33,6,2016-02-27
9,9882,1,27,6,2019-06-03
0,2343,1,30,7,2017-06-26
6,1439,1,23,6,2016-01-26
1,9926,1,30,8,2018-07-26
7,8868,1,31,6,2021-10-11
9,9453,1,26,6,2021-07-23
4,1530,0,32,4,2016-06-23
2,7907,0,31,6,2014-02-11
1,1463,1,35,8,2021-09-20
5,7439,1,27,5,2020-12-03
0,764,0,31,8,2014-07-08
8,3081,1,26,8,2016-10-25
4,4816,1,41,7,2016-04-19
1,10240,1,31,8,2017-06-27
7,6633,1,29,4,2015-02-04
6,6114,1,30,9,2014-09-19
8,5704,1,24,5,2017-12-26
4,4663,0,31,4,2014-04-03
0,5668,0,40,4,2018-03-01
1,6511,1,29,9,2021-08-14
5,9588,1,33,6,2015-07-14
3,8568,1,29,7,2022-07-17
7,4154,0,30,7,2020-08-23
4,7801,0,29,5,2017-05-06
7,7164,0,35,6,2022-09-24
6,8009,1,26,5,2015-04-30
8,1518,0,36,7,2014-12-24
1,1676,0,35,5,2016-02-01
4,258,1,40,4,2015-07-21
0,4509,1,33,6,2015-03-04
6,6607,1,39,5,2019-11-16
5,9104,1,38,4,2020-07-02
2,7502,0,34,3,2021-07-28
8,4221,0,31,3,2020-12-16
1,8517,0,34,6,2016-06-14
9,5014,0,32,6,2016-03-15
7,6717,1,36,6,2015-11-14
2,10092,1,34,6,2021-11-24
2,2556,0,38,4,2020-10-22
5,8222,1,39,6,2015-01-18
2,275,0,29,6,2021-07-19
7,8518,1,30,7,2020-10-17
6,4477,1,35,7,2016-09-09
0,2695,0,30,3,2018-12-30
0,6751,0,32,6,2022-05-28
7,7365,1,38,9,2014-08-12
3,4155,1,34,4,2015-03-04
5,177,0,32,6,2019-03-05
4,3664,1,36,7,2019-08-07
2,9183,1,36,5,2018-02-20
5,1764,1,32,4,2017-11-12
1,9981,1,31,7,2017-04-14
9,2516,0,37,5,2018-10-06
2,5961,0,32,4,2022-11-08
0,548,1,35,7,2015-05-08
1,8397,1,30,6,2013-12-08
5,6371,1,33,6,2013-11-07
0,76,0,35,6,2014-05-03
7,998,1,31,7,2015-07-19
5,4319,1,30,8,2017-03-27
4,2888,1,34,5,2019-06-16
5,6882,0,28,7,2019-12-19
7,4481,1,29,4,2022-07-29
7,3177,0,34,8,2021-02-26
5,4020,0,34,8,2014-03-07
4,7359,0,27,8,2015-01-31
6,4185,0,29,6,2016-02-27
2,808,0,32,6,2021-02-24
2,2712,1,33,9,2020-12-06
8,2735,1,25,6,2016-07-29
2,8776,0,27,7,2018-06-24
4,3252,1,35,7,2021-12-05
8,1515,0,27,5,2020-09-29
3,3525,1,32,7,2023-01-28
6,4574,0,40,3,2014-01-25
4,3693,1,37,7,2021-10-04
3,1064,0,24,5,2021-03-06
3,10292,0,31,6,2021-12-23
6,7694,0,31,4,2015-09-11
1,8371,0,31,9,2017-02-05
9,9174,0,31,9,2023-03-11
1,9961,0,33,5,2013-03-29
5,4884,1,32,6,2017-09-20
5,4570,1,29,8,2016-08-20
0,9442,1,29,6,2021-03-13
0,2595,0,34,7,2021-06-20
1,1127,0,32,5,2013-04-06
1,264,0,27,5,2017-07-12
3,775,0,33,6,2022-10-29
4,3446,1,37,6,2016-01-21
3,4287,1,33,5,2017-01-27
3,9231,0,37,7,2019-06-15
9,6015,0,32,5,2021-10-08
2,5491,1,31,4,2017-05-15
5,7867,1,29,8,2017-12-09
7,3981,1,39,2,2021-10-29
0,1117,0,29,7,2015-01-10
2,10030,1,31,7,2022-03-15
1,9037,0,33,4,2023-02-10
6,4370,0,33,6,2021-12-14
7,8207,1,31,6,2019-12-27
1,5040,1,29,5,2022-07-30
7,331,0,25,6,2016-01-20
5,7545,1,24,3,2015-11-23
8,8273,1,29,6,2014-12-23
3,2182,1,41,7,2019-08-23
4,6484,0,29,4,2013-04-09
2,2679,1,39,4,2022-08-18
0,9203,1,34,7,2020-11-25
7,5676,0,33,9,2018-10-29
8,7850,0,33,4,2023-03-31
6,6716,1,31,9,2015-06-11
1,1265,1,29,7,2021-07-15
3,5624,0,40,6,2014-02-14
8,1424,1,35,6,2017-03-09
9,3774,1,35,4,2020-02-04
5,3074,0,28,6,2020-05-22
4,10210,1,39,9,2017-03-13
5,5197,1,36,7,2014-06-09
6,5498,0,28,6,2014-02-22
6,4493,0,29,6,2016-12-03
4,5253,1,37,7,2013-06-26
1,3996,1,35,7,2019-03-23
1,10003,1,24,6,2020-04-03
4,2368,1,35,8,2020-10-09
3,7162,1,34,7,2018-12-16
6,1662,1,27,9,2021-11-26
1,5160,0,30,3,2020-04-02
1,3403,1,40,7,2022-11-09
1,8552,0,39,5,2023-02-05
2,7719,1,35,5,2017-09-20
0,49,0,39,6,2022-02-18
5,4689,0,26,5,2019-02-18
0,5162,0,40,7,2020-03-30
9,5291,0,27,4,2021-04-03
9,3006,0,31,6,2020-07-09
1,4667,1,31,9,2013-12-13
5,2923,1,30,6,2018-06-10
6,6,1,30,4,2022-07-11
9,3197,1,31,8,2017-06-15
8,9570,0,35,8,2021-11-25
6,4500,0,30,7,2017-11-22
7,5720,1,30,4,2022-09-23
9,5756,1,31,7,2013-10-12
4,7686,1,26,6,2022-04-11
8,2205,0,38,7,2018-01-12
3,5213,0,32,7,2016-11-20
6,113,1,32,2,2021-05-25
7,1375,0,38,4,2022-11-16
7,5519,1,24,5,2014-03-30
2,4738,0,33,8,2013-02-14
4,1485,0,29,5,2023-02-25
5,8979,0,29,7,2020-01-31
6,972,1,30,7,2015-03-03
5,2273,1,37,9,2016-01-06
8,7006,1,40,6,2016-12-12
8,9682,1,36,6,2015-04-14
9,2329,1,29,6,2018-01-18
4,3772,1,34,5,2017-12-11
4,2230,0,38,6,2017-11-25
8,3637,0,36,9,2023-01-15
1,4318,0,25,8,2018-11-04
5,6293,0,31,7,2013-03-04
5,6858,0,35,6,2015-02-21
5,2216,1,33,6,2014-10-08
7,4391,1,25,4,2015-04-29
2,199,0,29,8,2017-06-06
2,248,0,31,6,2015-06-17
6,7459,0,37,8,2014-03-21
3,3803,1,27,6,2021-04-04
1,9521,1,33,5,2016-07-20
8,2383,1,31,9,2015-04-29
4,9825,0,27,3,2018-03-23
1,8072,1,28,8,2019-08-23
2,7027,1,38,5,2014-08-04
0,3694,1,27,5,2016-10-18
4,3999,1,42,6,2014-01-08
1,5262,0,34,8,2019-04-20
9,1434,0,27,9,2013-03-12
1,2460,0,37,7,2018-08-08
4,6656,0,37,7,2020-04-13
6,2539,0,26,5,2015-04-06
1,6478,0,31,8,2020-05-01
4,5137,0,27,7,2022-02-20
2,8022,1,30,5,2019-02-22
2,5348,1,30,6,2016-05-17
6,6210,0,26,6,2021-07-28
2,6660,0,42,9,2016-04-18
2,2398,1,27,5,2015-07-10
6,150,1,28,3,2018-11-05
8,5136,1,26,4,2013-08-19
2,1755,1,31,5,2017-08-04
4,7759,1,31,7,2015-10-05
4,5073,1,32,5,2021-12-01
7,380,0,34,7,2022-06-20
4,3754,0,32,5,2013-04-04
1,9976,1,38,5,2016-10-07
2,2952,0,36,6,2017-08-22
3,6033,0,28,5,2020-05-01
1,446,1,39,3,2020-10-31
2,3774,1,40,6,2022-03-06
6,9019,1,32,7,2021-04-25
9,9102,1,28,5,2018-09-28
4,2983,0,31,6,2022-04-30
1,4397,0,29,4,2021-06-15
2,3613,0,33,3,2019-12-26
7,9241,1,37,7,2019-06-25
0,8973,0,36,8,2015-07-12
9,344,0,27,7,2017-04-30
7,2345,0,32,9,2021-07-20
9,285,1,26,7,2018-05-14
7,8612,1,29,4,2016-04-12
6,3928,1,29,6,2018-02-17
1,1375,0,32,6,2018-02-21
6,7879,1,31,7,2015-04-18
5,822,0,36,6,2015-12-18
8,7661,1,30,8,2016-01-23
1,2322,0,37,5,2017-12-13
1,6305,1,18,5,2020-03-03
7,2324,0,37,5,2015-07-23
6,7410,1,35,6,2018-06-26
5,6594,1,36,5,2014-04-06
2,9973,1,34,9,2013-10-13
7,6848,1,21,8,2018-10-20
7,5318,0,37,8,2015-03-20
1,9819,0,27,6,2013-08-08
4,2862,1,32,8,2016-05-15
1,2794,0,35,7,2018-04-07
9,3660,1,32,5,2016-10-14
6,362,1,32,5,2019-07-23
2,4523,1,40,8,2017-08-20
2,272,1,29,6,2019-12-19
2,975,0,24,6,2023-03-02
3,783,0,31,6,2014-04-09
7,5604,0,30,6,2015-12-26
7,7927,0,27,5,2015-11-28
1,5023,0,41,6,2013-10-23
4,229,0,35,5,2021-06-07
2,5813,0,29,8,2017-06-24
4,8351,0,38,5,2018-03-26
1,3860,0,32,5,2014-12-14
0,3478,0,38,6,2015-10-02
3,5084,1,28,7,2022-04-19
6,10169,0,38,9,2018-08-27
7,103,1,33,7,2020-10-20
7,1485,1,32,7,2013-05-05
4,5348,0,40,5,2014-05-16
6,5005,1,29,5,2020-03-21
7,9881,1,32,6,2016-05-10
0,9014,1,33,5,2016-05-23
4,6668,0,29,6,2015-08-26
5,5590,0,28,9,2020-11-08
6,10098,1,40,5,2013-08-03
4,6017,1,30,6,2022-11-05
1,3544,1,35,4,2015-10-03
4,2257,0,31,6,2019-01-19
6,175,0,34,6,2021-08-23
7,8243,0,33,8,2017-09-11
0,3991,0,34,6,2022-12-13
4,1683,1,31,8,2013-08-14
4,1257,0,23,3,2020-08-06
8,6164,1,35,3,2013-11-03
1,340,0,43,6,2022-10-25
1,3579,1,29,6,2022-02-09
8,390,1,30,6,2018-04-18
7,1330,0,31,8,2021-11-22
0,1313,1,32,7,2022-11-20
9,1185,1,30,6,2022-06-11
1,5185,1,30,8,2018-03-12
4,63,0,29,5,2018-11-01
1,5110,0,27,5,2020-12-13
2,2779,1,30,6,2013-04-11
1,7698,0,35,7,2013-01-22
7,61,0,37,7,2015-06-04
3,7692,1,33,5,2016-05-05
8,102,1,37,5,2021-12-11
7,10068,0,31,6,2021-07-20
0,7214,0,39,5,2022-04-07
4,3977,1,36,6,2022-04-04
5,5623,0,26,7,2016-11-24
3,3755,1,34,4,2015-05-06
6,6127,1,46,5,2018-12-21
3,5158,0,30,7,2019-01-12
6,2533,0,40,4,2017-10-16
8,8238,1,36,5,2014-07-12
2,705,0,34,7,2017-08-24
2,3016,0,37,9,2022-02-15
7,6274,1,28,7,2019-04-01
2,5313,0,28,6,2013-04-20
3,5900,1,27,6,2015-06-27
6,3633,0,34,9,2021-02-16
7,5444,0,29,6,2021-05-14
2,2636,1,27,4,2022-01-31
2,273,0,28,7,2016-08-03
7,2056,1,33,6,2021-12-22
5,3458,1,29,5,2013-06-13
7,5665,0,38,3,2022-04-11
9,6667,1,33,8,2014-08-04
8,2718,0,29,8,2020-07-05
2,924,0,28,4,2014-06-12
9,9931,0,25,5,2013-11-11
7,181,0,25,2,2022-04-09
2,3870,1,34,6,2014-06-06
0,8784,0,40,5,2021-09-05
1,960,0,29,8,2017-04-21
7,3415,0,36,8,2022-08-15
4,3496,0,38,3,2015-12-14
5,2689,0,26,6,2022-09-10
6,3315,1,27,8,2017-11-01
2,842,0,27,5,2014-12-27
3,883,0,35,7,2016-11-01
2,9538,0,35,3,2015-09-23
4,10225,0,38,5,2019-02-13
4,4806,0,32,6,2016-05-23
0,4950,0,28,7,2021-09-06
1,1662,1,41,5,2021-11-04
5,2293,1,23,5,2015-07-24
1,2598,0,31,6,2013-04-05
9,7684,1,36,6,2013-02-27
0,1676,1,31,6,2022-06-24
1,6364,0,37,6,2017-11-07
0,1251,1,40,7,2016-04-17
0,3937,0,28,8,2022-05-27
1,409,0,32,4,2017-08-23
8,2121,0,37,5,2017-03-31
6,6035,1,33,5,2020-09-26
2,2642,1,32,6,2014-06-25
8,7901,1,31,5,2015-06-19
1,10154,1,30,5,2019-12-09
3,7659,0,29,6,2014-05-01
6,4626,0,45,7,2022-04-27
9,1187,1,27,4,2022-07-31
7,5841,1,26,7,2020-06-23
8,2921,0,39,5,2019-01-03
9,41,1,38,8,2017-03-16
7,9338,1,32,6,2015-04-14
1,4373,1,33,6,2021-06-20
2,3643,0,38,6,2014-08-21
4,3947,1,30,9,2016-11-08
7,9588,0,36,7,2017-01-21
3,1170,0,40,7,2020-06-06
6,5450,0,29,6,2013-12-30
0,4706,1,27,6,2013-10-19
0,9771,0,33,8,2019-02-10
5,1331,1,31,5,2015-05-20
5,3682,1,31,9,2017-08-25
8,1072,0,33,4,2020-03-19
5,5425,1,26,5,2021-01-10
5,9933,0,33,5,2019-12-16
7,7425,1,34,6,2022-12-27
5,8477,1,25,6,2021-07-09
3,6988,1,30,10,2022-07-08
3,583,0,34,5,2019-08-20
3,10021,1,32,4,2022-07-09
1,2175,0,27,6,2013-10-10
4,1318,0,29,5,2013-08-26
2,8960,1,30,4,2021-10-03
9,1283,1,29,6,2018-02-24
8,1025,1,35,7,2013-03-05
1,4305,0,35,7,2017-03-09
8,3276,0,33,5,2022-09-13
1,2929,0,33,6,2021-08-19
9,10047,1,35,7,2015-03-28
5,877,1,35,7,2016-08-28
5,1884,1,24,7,2021-09-01
0,3655,1,34,7,2016-06-02
8,10222,0,25,5,2020-12-17
4,1962,1,31,7,2015-09-09
6,10110,0,26,7,2015-08-24
2,9560,0,32,6,2013-08-06
4,4350,0,39,6,2021-08-12
6,6905,1,33,7,2015-11-09
0,9479,1,34,5,2015-07-19
7,5619,1,24,5,2018-06-28
6,10361,1,37,5,2014-08-24
5,1870,0,31,7,2022-09-24
9,6593,0,30,5,2021-11-27
3,265,1,35,8,2022-12-27
3,6880,1,35,4,2013-09-18
5,2523,0,28,7,2022-05-18
6,1583,0,37,6,2017-12-13
4,6173,0,33,7,2019-03-19
2,2719,1,26,5,2020-06-30
3,5046,0,34,7,2020-05-12
4,4020,1,34,6,2022-11-30
4,7654,0,22,7,2015-03-02
8,8656,0,29,6,2015-04-03
4,934,0,25,9,2016-09-22
0,10358,0,23,8,2019-03-30
3,6070,0,33,7,2020-08-22
2,8173,1,26,5,2018-07-29
7,7674,0,23,4,2022-01-20
2,7544,0,29,5,2017-01-13
6,9377,0,33,7,2017-11-19
8,549,0,40,5,2017-05-22
1,5244,1,28,4,2018-02-21
8,4017,0,29,7,2022-09-12
7,8858,0,27,6,2013-01-08
8,8981,0,23,4,2017-06-16
8,1728,1,35,8,2016-09-15
0,5170,0,31,7,2013-10-08
1,5185,0,31,7,2015-06-07
4,2491,1,27,6,2014-08-03
8,8216,0,26,6,2022-12-11
5,8824,1,30,8,2018-11-29
6,9583,0,27,7,2016-08-02
3,5094,1,33,4,2020-12-11
9,2809,1,31,7,2019-02-07
4,531,0,34,6,2022-08-13
1,6231,0,33,7,2023-02-23
9,1221,1,39,7,2020-01-09
9,9794,1,35,6,2018-05-06
6,5261,1,32,5,2018-04-18
3,7152,1,35,7,2013-09-10
4,7019,1,29,5,2020-08-13
4,3546,1,34,7,2019-08-18
5,1138,0,40,8,2014-07-26
1,9091,0,25,5,2013-08-08
1,6467,1,34,7,2014-06-20
4,2905,1,25,7,2020-09-30
1,7983,0,25,6,2018-04-18
7,5620,1,31,7,2016-01-18
0,1877,0,30,4,2017-05-03
4,7882,1,38,6,2022-12-16
7,2754,1,44,5,2020-01-01
9,4324,0,25,3,2017-10-26
6,1521,0,37,7,2013-07-28
3,2957,1,37,5,2016-08-14
2,9979,1,32,8,2016-07-22
3,2074,1,32,5,2020-05-08
4,2220,1,26,4,2019-07-03
0,4729,1,40,5,2021-05-13
0,3877,1,28,5,2016-11-13
2,3826,1,29,9,2018-12-05
8,6582,1,33,6,2018-01-27
0,9477,0,24,8,2015-01-27
0,9141,0,35,6,2013-09-25
7,1502,1,27,4,2013-11-18
4,721,0,34,7,2019-10-30
3,7699,1,37,7,2016-04-28
7,8440,0,33,7,2021-05-01
6,7280,1,37,7,2013-01-15
6,8254,0,22,6,2018-03-03
4,5163,1,32,6,2016-12-04
0,1805,0,30,6,2014-04-02
4,5865,0,38,6,2014-12-24
1,334,0,35,6,2017-01-10
4,2868,1,28,8,2014-12-10
1,8841,0,31,7,2018-10-19
6,3053,1,23,9,2013-09-15
1,8354,0,27,6,2013-06-11
9,3482,1,25,8,2019-05-11
1,9694,0,26,9,2020-04-17
8,2914,1,32,5,2014-08-10
1,7043,0,26,7,2021-02-07
4,4722,1,29,7,2015-01-19
9,1704,0,36,6,2019-09-22
3,1150,0,30,8,2017-06-24
7,9539,1,33,6,2021-12-02
6,3177,0,29,4,2020-01-04
4,549,1,22,6,2017-11-19
3,756,1,31,6,2013-06-03
2,3434,1,32,8,2022-05-20
8,1873,0,35,7,2017-12-31
6,8650,1,31,5,2015-09-06
6,4383,1,30,5,2022-04-25
8,8386,0,31,6,2013-04-22
6,2571,0,32,3,2018-04-14
9,4614,1,39,6,2020-08-11
4,474,1,26,5,2019-09-15
0,7729,0,34,4,2014-06-18
3,5703,1,38,7,2023-03-23
5,407,0,37,6,2020-05-30
7,6436,1,26,6,2020-11-17
9,3352,0,33,6,2016-12-02
1,3653,0,42,5,2013-04-11
0,49,0,29,5,2013-04-23
2,7225,0,37,6,2020-01-02
4,9950,0,35,3,2022-03-05
8,324,0,35,6,2020-03-02
5,1200,1,34,5,2019-12-01
3,5512,1,32,6,2013-05-08
4,3327,1,27,6,2015-01-10
7,9746,1,31,4,2016-05-14
2,4081,1,36,3,2017-10-19
2,2303,1,34,8,2014-02-10
0,8319,1,30,6,2019-08-21
2,5695,0,27,6,2017-04-24
8,1103,0,28,8,2015-07-02
4,10091,0,30,5,2013-05-25
8,2518,0,31,4,2016-01-28
3,6714,0,35,7,2014-08-29
8,8389,1,38,4,2013-07-24
6,5274,1,28,6,2018-07-09
3,9537,0,25,7,2013-06-23
9,6625,0,32,5,2022-03-23
1,3280,0,32,5,2014-03-30
3,5994,0,29,5,2015-10-23
7,23,1,32,8,2014-11-07
7,6186,0,27,7,2017-02-18
1,2215,1,30,9,2017-03-03
0,612,0,34,8,2022-06-18
9,9253,1,33,4,2015-09-21
2,8833,1,35,4,2018-08-05
4,235,0,25,5,2018-08-07
2,3025,0,23,8,2020-07-27
7,2386,0,31,5,2014-01-05
5,5491,1,29,6,2023-01-16
5,1288,1,24,6,2016-04-10
8,9261,1,38,5,2015-02-20
6,3825,0,37,7,2021-09-04
3,6555,0,35,5,2014-04-04
5,6416,1,35,5,2021-11-02
6,3629,1,34,6,2016-10-08
3,5029,0,35,8,2015-11-11
4,9881,1,38,7,2023-04-01
6,1952,0,31,7,2015-08-06
6,617,1,37,5,2015-09-26
9,6641,1,28,8,2019-07-10
4,25,1,29,4,2014-05-05
8,2351,0,31,7,2016-06-19
4,1895,1,32,6,2018-02-05
7,63,1,25,6,2013-01-27
4,7996,0,31,6,2020-08-08
2,4910,1,25,4,2021-02-17
2,5316,0,27,6,2020-11-21
3,2540,1,44,6,2022-10-18
5,6531,1,28,8,2020-11-10
6,1246,1,35,6,2014-04-11
4,8195,1,26,7,2013-08-09
6,690,0,32,6,2022-12-22
7,8198,0,34,8,2013-04-23
2,10293,1,31,4,2019-10-05
3,3990,0,27,6,2017-12-06
8,8215,1,35,2,2017-05-09
2,3944,0,31,6,2018-10-29
3,1200,0,31,6,2014-10-26
8,2078,1,25,7,2022-01-30
3,7096,0,38,8,2020-05-13
9,7265,1,28,7,2015-03-20
1,4345,1,31,7,2022-07-25
4,4198,0,36,8,2013-02-16
8,9594,0,35,5,2021-12-15
8,10219,1,37,6,2017-11-05
6,5090,0,36,9,2020-12-10
1,3516,0,32,6,2016-07-18
8,4867,1,32,4,2021-08-02
4,4338,0,33,3,2018-01-16
8,6496,0,31,5,2016-12-03
2,5542,0,35,7,2021-02-22
2,1847,1,27,6,2017-08-19
8,3098,0,29,7,2017-05-30
4,4925,1,27,7,2020-01-28
8,9330,1,32,5,2016-03-09
4,5570,1,38,8,2015-03-06
3,10251,0,31,7,2017-12-12
0,7216,0,43,5,2018-03-23
0,9141,1,31,7,2017-02-13
4,5137,1,28,5,2018-12-06
9,7702,0,35,5,2021-09-26
9,621,0,33,6,2014-01-17
2,10349,0,35,4,2018-12-20
3,5791,0,29,10,2021-09-14
5,9251,1,39,5,2016-12-31
1,3478,1,28,6,2019-04-07
3,6937,0,32,5,2017-06-11
2,9025,1,26,7,2018-03-24
7,2041,1,37,6,2013-05-30
0,6118,0,33,8,2022-01-29
0,31,0,29,7,2016-10-09
5,9708,0,30,3,2019-05-04
5,7351,1,34,5,2016-10-14
0,770,0,38,4,2014-08-28
2,1393,1,36,7,2015-04-06
1,4800,1,25,6,2014-11-13
9,4918,0,25,8,2016-06-30
7,10234,1,28,7,2021-06-11
0,7370,0,34,7,2013-04-04
9,8825,0,35,4,2015-09-12
5,1937,1,35,9,2015-09-04
8,8314,0,40,8,2016-03-03
9,7879,0,39,6,2020-08-14
5,8231,0,32,4,2014-05-09
4,177,1,39,5,2021-08-19
9,4145,1,34,5,2021-01-18
3,2537,1,34,4,2015-08-02
7,1874,0,23,6,2013-09-28
0,3652,0,29,5,2013-06-12
2,8306,1,35,7,2022-09-06
0,6295,1,33,7,2017-07-07
9,9969,1,40,2,2020-04-27
1,6833,0,24,4,2014-02-02
0,1996,1,32,6,2020-12-11
1,4644,0,34,6,2016-01-17
3,8784,1,33,6,2015-03-15
6,7733,0,33,8,2022-06-03
9,6262,1,27,7,2013-03-13
7,1947,0,37,9,2022-06-27
2,10077,0,33,5,2017-08-19
7,6892,1,35,5,2019-12-14
2,941,0,32,4,2015-12-08
0,1562,0,27,6,2014-02-13
0,5947,1,23,6,2014-10-15
7,1563,0,30,5,2017-12-11
5,2372,1,30,7,2019-03-08
7,8173,1,33,8,2022-08-31
7,2678,0,38,4,2013-07-28
6,10014,1,30,5,2016-02-12
7,8236,1,32,6,2015-05-08
1,1840,0,30,6,2018-08-03
5,8525,0,37,3,2019-09-05
9,345,1,31,5,2022-12-28
6,4110,0,34,6,2017-01-06
6,4848,0,34,7,2020-10-03
3,7305,1,30,6,2022-05-06
1,4551,0,34,7,2019-03-23
4,2304,0,24,6,2013-03-05
7,4236,0,32,4,2016-04-21
5,3776,0,35,7,2013-01-01
5,3235,1,29,7,2014-03-21
4,10129,0,37,5,2013-12-27
3,1886,1,34,5,2018-10-07
0,3801,1,31,8,2022-02-24
9,9116,1,25,5,2019-01-03
4,942,0,24,7,2022-03-30
2,3503,0,33,8,2021-07-18
6,10337,1,35,7,2023-03-12
0,2744,1,38,6,2022-10-27
0,3245,0,34,8,2016-05-12
3,10149,1,28,6,2019-09-08
5,7336,0,37,5,2019-10-09
2,2533,1,34,6,2016-09-29
6,10207,1,41,6,2017-05-15
1,6725,0,36,9,2019-10-06
6,7998,0,33,4,2019-03-09
7,8085,0,23,8,2021-12-07
0,9801,0,29,8,2016-07-09
3,7618,1,28,5,2019-08-22
4,3736,0,35,6,2019-12-05
2,3143,0,28,4,2017-03-30
1,9462,1,36,7,2014-06-09
9,1000,0,27,7,2013-07-17
1,242,1,39,7,2019-10-25
4,2111,1,29,7,2022-07-29
6,6608,1,36,8,2013-07-03
3,8032,1,30,8,2014-04-21
4,7778,0,30,8,2022-09-29
8,5201,1,36,9,2021-12-16
7,6294,1,31,6,2015-05-29
0,1181,1,30,4,2021-08-27
1,6487,0,39,8,2015-09-22
